Type,Date,Num,Name,Item,Account,Rep,Sales Tax Code,Qty,Sales Price,Amount
Invoice,06/06/2025,AS010637,Barclays Computers (Pvt) Ltd,BDCOM:S1500-24T (BDCOM S1500-24T Switch),BDCOM,AR,Taxable Sales,2.00,"19,800.00","39,600.00"
Invoice,06/06/2025,AS010638,I M Solutions,BDCOM:S2528-C (24 Port 1G +4 Port SFP L2 Switch),BDCOM,AD,Taxable Sales,1.00,"60,000.00","60,000.00"
Invoice,06/06/2025,AS010639,Apex Business Solutions PVT Ltd.,BDCOM:S1500-24P2S (BDCOM S1500-24P2S Switch),BDCOM,AD,Taxable Sales,1.00,"64,000.00","64,000.00"
Invoice,06/11/2025,AS010640,TechBio Distribution Lanka (Pvt) Ltd,HDD:HAT3300-4T (Synology 4TB Plus HDD),Hard Drive,A,Taxable Sales,2.00,"44,000.00","88,000.00"
Invoice,06/11/2025,AS010641,Base Hp (Pvt) Ltd,Synology:DS223j (Synology DS223j  ),Synology,A,Taxable Sales,1.00,"62,000.00","62,000.00"
Invoice,06/11/2025,AS010641,Base Hp (Pvt) Ltd,HDD:HAT3300-4T (Synology 4TB Plus HDD),Hard Drive,A,Taxable Sales,2.00,"40,000.00","80,000.00"
Invoice,06/12/2025,AS010642,Elegant Knitting International,Software,Software,AS,Taxable Sales,112.00,"2,500.00","280,000.00"
Invoice,06/12/2025,AS010642,Elegant Knitting International,Cyren Key (DrayTek Cyren Key),Other Sales,AS,Taxable Sales,1.00,"51,200.00","51,200.00"
Invoice,06/12/2025,AS010643,Infinity IT Solutions,BDCOM:S1500-24T (BDCOM S1500-24T Switch),BDCOM,AR,Non-Taxable Sales,1.00,"23,600.00","23,600.00"
Invoice,06/12/2025,AS010643,Infinity IT Solutions,"BDCOM:S1516v1 (BDCOM S1516v1 Unmanaged 1Gb, 16 port  Switch)",BDCOM,AR,Non-Taxable Sales,1.00,"18,800.00","18,800.00"
Invoice,06/12/2025,AS010644,ICC Inernational Construction Consortium,BDCOM:S1500-8P2G (BDCOM S1500-8P2G Switch),BDCOM,AD,Taxable Sales,2.00,"14,500.00","29,000.00"
Invoice,06/12/2025,AS010644,ICC Inernational Construction Consortium,"BDCOM:S1516v1 (BDCOM S1516v1 Unmanaged 1Gb, 16 port  Switch)",BDCOM,AD,Taxable Sales,1.00,"18,000.00","18,000.00"
Invoice,06/13/2025,AS010645,LIZZY-B CANADA (PVT) LTD,Draytek:Vigor 2915 (Draytek Vigor 2915 Security Appliance),Draytek,AD,Taxable Sales,1.00,"43,000.00","43,000.00"
Invoice,06/13/2025,AS010645,LIZZY-B CANADA (PVT) LTD,Services,Support and Maintenance,AD,Taxable Sales,1.00,"5,000.00","5,000.00"
Invoice,06/13/2025,AS010646,Barclays Computers (Pvt) Ltd,Synology:DS223j (Synology DS223j  ),Synology,AS,Taxable Sales,3.00,"64,000.00","192,000.00"
Invoice,06/13/2025,AS010647,Barclays Computers (Pvt) Ltd,BDCOM:S1500-8P2G (BDCOM S1500-8P2G Switch),BDCOM,AR,Taxable Sales,1.00,"13,500.00","13,500.00"
Invoice,06/13/2025,AS010648,Pretec Systems,BDCOM:S1508E,BDCOM,AR,Non-Taxable Sales,2.00,"6,000.00","12,000.00"
Invoice,06/16/2025,AS010649,AL - ARAF HOTELS & RESORT (PVT) LTD,Hosting (Hosting),Support and Maintenance,AS,Taxable Sales,1.00,"3,030.00","3,030.00"
Invoice,06/16/2025,AS010650,LANKA COMMODITY BROKERS LTD,Services,Support and Maintenance,AS,Taxable Sales,1.00,"6,732.66","6,732.66"
Invoice,06/16/2025,AS010651,LANKA COMMODITY BROKERS LTD,Host Email,Support and Maintenance,AS,Taxable Sales,1.00,"18,473.91","18,473.91"
Invoice,06/16/2025,AS010652,LANKA MOUNT CASTLE (PVT) LTD,Host Email,Support and Maintenance,AS,Taxable Sales,1.00,"15,150.00","15,150.00"
Invoice,06/16/2025,AS010653,CK-CCTV Security System (pvt) Ltd,BDCOM:S1006-4p-65 (BDCOM S1006-4p-65 Unmanaged 4 ports 10/100 PoE Ports and 2 Ports 10/100 NON PoE),BDCOM,AR,Non-Taxable Sales,1.00,"6,100.00","6,100.00"
Invoice,06/16/2025,AS010653,CK-CCTV Security System (pvt) Ltd,BDCOM:S1000-8P2F (BDCOM POE S1000-8P2F  8Port 100M Switch),BDCOM,AR,Non-Taxable Sales,1.00,"8,150.00","8,150.00"
Invoice,06/16/2025,AS010653,CK-CCTV Security System (pvt) Ltd,BDCOM:S1200-16P2G1S (BDCOM 16Port 100M POE+ 2Port 1G RJ45 + 1 -Port GE SFP port Unmanaged POE Sw...,BDCOM,AR,Non-Taxable Sales,1.00,"23,750.00","23,750.00"
Invoice,06/17/2025,AS010654,TYAX (PVT) LTD,Synology:DS1821+ (Synology NAS DS1821+ 8 Bay NAS),Synology,AD,Taxable Sales,1.00,"507,000.00","507,000.00"
Invoice,06/17/2025,AS010654,TYAX (PVT) LTD,HDD:HAT3310-16T (Synology 16TB Plus HDD),Hard Drive,AD,Taxable Sales,6.00,"121,000.00","726,000.00"
Invoice,06/17/2025,AS010654,TYAX (PVT) LTD,Synology:Dual Port F2 Card,Synology,AD,Taxable Sales,1.00,,
Invoice,06/17/2025,AS010655,Studio Creative Minds,Synology:DS423+ (Synology DiskStation DS423+ 4Bay),Synology,AD,Non-Taxable Sales,1.00,"162,000.00","162,000.00"
Invoice,06/17/2025,AS010655,Studio Creative Minds,HDD:HAT3300-4T (Synology 4TB Plus HDD),Hard Drive,AD,Non-Taxable Sales,4.00,"59,000.00","236,000.00"
Invoice,06/17/2025,AS010656,VS Information Systems (Pvt) Ltd,Synology:RS422+ (Synology RackStation RS422+),Synology,A,Taxable Sales,1.00,"417,400.00","417,400.00"
Invoice,06/17/2025,AS010656,VS Information Systems (Pvt) Ltd,HDD:HAT3300-6T (Synology 6TB Plus Hard Drive),Hard Drive,A,Taxable Sales,4.00,"99,400.00","397,600.00"
Invoice,06/17/2025,AS010656,VS Information Systems (Pvt) Ltd,Synology:1 U Fixed Rail Kit,Synology,A,Taxable Sales,1.00,,
Invoice,06/18/2025,AS010657,Fentons Ltd,Synology:DS1621+ (Synology NAS DS1621+  6 Bay),Synology,A,Taxable Sales,4.00,"456,000.00","1,824,000.00"
Invoice,06/18/2025,AS010657,Fentons Ltd,Synology:Dual Port T2 Card,Synology,A,Taxable Sales,4.00,,
Invoice,06/18/2025,AS010657,Fentons Ltd,HDD:HAT3310-16T (Synology 16TB Plus HDD),Hard Drive,A,Taxable Sales,18.00,"169,400.00","3,049,200.00"
Invoice,06/19/2025,AS010658,ICC Inernational Construction Consortium,BDCOM:S1500-16P2S (BDCOM S1500-16P2S POE Switch),BDCOM,AD,Taxable Sales,1.00,"39,500.00","39,500.00"
Invoice,06/19/2025,AS010659,Apex Business Solutions PVT Ltd.,BDCOM:S1500-24P2S (BDCOM S1500-24P2S Switch),BDCOM,AD,Taxable Sales,1.00,"57,000.00","57,000.00"
Invoice,06/19/2025,AS010660,Barclays Computers (Pvt) Ltd,BDCOM:S1000-8P2F (BDCOM POE S1000-8P2F  8Port 100M Switch),BDCOM,AR,Taxable Sales,3.00,"6,900.00","20,700.00"
Invoice,06/19/2025,AS010661,Studio Creative Minds,BDCOM:S1508E,BDCOM,AD,Non-Taxable Sales,1.00,"7,000.00","7,000.00"
Invoice,06/19/2025,AS010662,Lakseya Digital Colour Lab &,HDD:HAT3300-2T (Synology 2TB Plus Hard Drive),Hard Drive,AD,Non-Taxable Sales,2.00,"41,000.00","82,000.00"
Invoice,06/19/2025,AS010663,Barclays Computers (Pvt) Ltd,Synology:DS423 (Synology DS423 4 Bay NAS),Synology,AS,Taxable Sales,1.00,"130,000.00","130,000.00"
Invoice,06/19/2025,AS010663,Barclays Computers (Pvt) Ltd,Synology:DS225+ (Synology DiskStation DS225+ 2Bay NAS),Synology,AS,Taxable Sales,2.00,"124,000.00","248,000.00"
Invoice,06/19/2025,AS010663,Barclays Computers (Pvt) Ltd,Synology:DS223 (Synology Diskstation DS223  2Bay),Synology,AS,Taxable Sales,1.00,"94,000.00","94,000.00"
Invoice,06/20/2025,AS010664,Gadgetbox,BDCOM:WAP2100-T618 (BDCOM WAP2100-T618),BDCOM,AR,Non-Taxable Sales,1.00,"24,090.00","24,090.00"
Invoice,06/23/2025,AS010665,KBSL Information Technologies Ltd,MA (Maintenance  Agreement),Support and Maintenance,A,Taxable Sales,1.00,"653,600.00","653,600.00"
Invoice,06/23/2025,AS010666,ABSOLUTE BUSINESS SOLUTIONS ( PVT) LTD,Acronis,Acronics,SM,Non-Taxable Sales,1.00,"2,000.00","2,000.00"
Invoice,06/23/2025,AS010667,ABSOLUTE BUSINESS SOLUTIONS ( PVT) LTD,Acronis,Acronics,SM,Non-Taxable Sales,1.00,"2,000.00","2,000.00"
Invoice,06/24/2025,AS010668,NOLIMIT,BDCOM:S1500-24T (BDCOM S1500-24T Switch),BDCOM,AR,Taxable Sales,3.00,"22,500.00","67,500.00"
Invoice,06/25/2025,AS010669,I M Solutions,BDCOM:S1500-24P2S-370 (S1500-24P2S-370 BDCOM Switch),BDCOM,AD,Taxable Sales,1.00,"62,000.00","62,000.00"
Invoice,06/25/2025,AS010670,Base Hp (Pvt) Ltd,Synology:DS925+ (Synology NAS DS925+ 4 Bay NAS),Synology,A,Taxable Sales,1.00,"218,000.00","218,000.00"
Invoice,06/25/2025,AS010670,Base Hp (Pvt) Ltd,HDD:HAT3300-6T (Synology 6TB Plus Hard Drive),Hard Drive,A,Taxable Sales,3.00,"63,000.00","189,000.00"
Invoice,06/26/2025,AS010671,Mr Amila Nuwan,BDCOM:S1000-8P2F (BDCOM POE S1000-8P2F  8Port 100M Switch),BDCOM,AR,Taxable Sales,2.00,"8,200.00","16,400.00"
Invoice,06/26/2025,AS010672,Techtron Integrated Solutions (Pvt) Ltd,Synology:DS1821+ (Synology NAS DS1821+ 8 Bay NAS),Synology,AS,Taxable Sales,1.00,"795,000.00","795,000.00"
Invoice,06/26/2025,AS010672,Techtron Integrated Solutions (Pvt) Ltd,HDD:HAT3310-16T (Synology 16TB Plus HDD),Hard Drive,AS,Taxable Sales,3.00,0.00,0.00
Invoice,06/26/2025,AS010673,Sourcecode-LK,Synology:DS225+ (Synology DiskStation DS225+ 2Bay NAS),Synology,AD,Taxable Sales,1.00,"247,800.00","247,800.00"
Invoice,06/26/2025,AS010673,Sourcecode-LK,HDD:HAT3300-4T (Synology 4TB Plus HDD),Hard Drive,AD,Taxable Sales,2.00,0.00,0.00
Invoice,06/27/2025,AS010674,Intelliglow Solutions (Pvt) Ltd,Synology:RS1221RP+,Synology,A,Taxable Sales,1.00,"628,000.00","628,000.00"
Invoice,06/27/2025,AS010674,Intelliglow Solutions (Pvt) Ltd,HDD:HAT3310-12T (12TB Synology Plus HDD),Hard Drive,A,Taxable Sales,4.00,"108,000.00","432,000.00"
Invoice,06/27/2025,AS010675,Intelliglow Solutions (Pvt) Ltd,Synology:RS1221RP+,Synology,A,Taxable Sales,1.00,"628,000.00","628,000.00"
Invoice,06/27/2025,AS010675,Intelliglow Solutions (Pvt) Ltd,HDD:HAT3310-12T (12TB Synology Plus HDD),Hard Drive,A,Taxable Sales,4.00,"108,000.00","432,000.00"
Invoice,06/27/2025,AS010675,Intelliglow Solutions (Pvt) Ltd,Synology:RS1221RP+,Synology,A,Taxable Sales,1.00,"628,000.00","628,000.00"
Invoice,06/27/2025,AS010675,Intelliglow Solutions (Pvt) Ltd,HDD:HAT3310-12T (12TB Synology Plus HDD),Hard Drive,A,Taxable Sales,4.00,"108,000.00","432,000.00"
Invoice,06/27/2025,AS010675,Intelliglow Solutions (Pvt) Ltd,Discount,Sales Discount,A,Taxable Sales,,"-16,000.00","-16,000.00"
Invoice,06/27/2025,AS010676,Apex Business Solutions PVT Ltd.,MA (Maintenance  Agreement),Support and Maintenance,AD,Taxable Sales,1.00,"152,000.00","152,000.00"
Invoice,06/30/2025,AS010677,Adapt Information Technologies,Synology:RS1221RP+,Synology,A,Taxable Sales,1.00,"647,000.00","647,000.00"
Invoice,06/30/2025,AS010677,Adapt Information Technologies,HDD:HAT3310-8T (Synology 8TB Plus Hard Drive),Hard Drive,A,Taxable Sales,4.00,"80,000.00","320,000.00"
Invoice,06/30/2025,AS010677,Adapt Information Technologies,Synology:2 U Sliding Rail Kit,Synology,A,Taxable Sales,1.00,,
Invoice,07/01/2025,AS010678,RK Computers,BDCOM:S1508E,BDCOM,AR,Non-Taxable Sales,1.00,"6,100.00","6,100.00"
Invoice,07/01/2025,AS010679,Alphasonic Technologies (Pvt) Ltd,Synology:DS925+ (Synology NAS DS925+ 4 Bay NAS),Synology,A,Taxable Sales,1.00,"214,000.00","214,000.00"
Invoice,07/01/2025,AS010680,Byte Bolster solution,Synology:DS423+ (Synology DiskStation DS423+ 4Bay),Synology,AD,Non-Taxable Sales,1.00,"378,860.00","378,860.00"
Invoice,07/01/2025,AS010680,Byte Bolster solution,HDD:HAT3300-2T (Synology 2TB Plus Hard Drive),Hard Drive,AD,Non-Taxable Sales,4.00,,
Invoice,07/01/2025,AS010681,Tekki (Pvt) Ltd,Accs (Accessories),Hardware,AS,Non-Taxable Sales,20.00,"1,300.00","26,000.00"
Invoice,07/02/2025,AS010682,Micro Technology Lanka (Pvt) Ltd,BDCOM:S1006-4p-65 (BDCOM S1006-4p-65 Unmanaged 4 ports 10/100 PoE Ports and 2 Ports 10/100 NON PoE),BDCOM,AR,Non-Taxable Sales,1.00,"6,018.00","6,018.00"
Invoice,07/02/2025,AS010682,Micro Technology Lanka (Pvt) Ltd,BDCOM:S1000-8P2F (BDCOM POE S1000-8P2F  8Port 100M Switch),BDCOM,AR,Non-Taxable Sales,1.00,"7,906.00","7,906.00"
Invoice,07/03/2025,AS010683,Tascon Technologies (Pvt) Ltd,Services,Support and Maintenance,A,Non-Taxable Sales,1.00,"20,060.00","20,060.00"
Invoice,07/03/2025,AS010684,Paramount Technology,BDCOM:S1008 (BDCOM S1008 8 Port 10/100 BaseT Standard Switch),BDCOM,AR,Non-Taxable Sales,2.00,"3,900.00","7,800.00"
Invoice,07/03/2025,AS010685,Barclays Computers (Pvt) Ltd,BDCOM:WAP2100-T512 (BDCOM WAP2100-T512),BDCOM,AR,Taxable Sales,2.00,"16,271.20","32,542.40"
Invoice,07/03/2025,AS010685,Barclays Computers (Pvt) Ltd,"BDCOM:S1516v1 (BDCOM S1516v1 Unmanaged 1Gb, 16 port  Switch)",BDCOM,AR,Taxable Sales,2.00,"16,000.00","32,000.00"
Invoice,07/03/2025,AS010685,Barclays Computers (Pvt) Ltd,BDCOM:S1500-16P2S (BDCOM S1500-16P2S POE Switch),BDCOM,AR,Taxable Sales,1.00,"38,135.50","38,135.50"
Invoice,07/03/2025,AS010685,Barclays Computers (Pvt) Ltd,BDCOM:S1500-24T (BDCOM S1500-24T Switch),BDCOM,AR,Taxable Sales,3.00,"19,800.00","59,400.00"
Invoice,07/03/2025,AS010685,Barclays Computers (Pvt) Ltd,BDCOM:S1200-8P2G (BDCOM S1200-8P2G Switch),BDCOM,AR,Taxable Sales,2.00,"8,500.00","17,000.00"
Invoice,07/03/2025,AS010686,Barclays Computers (Pvt) Ltd,Synology:DS223j (Synology DS223j  ),Synology,AS,Taxable Sales,1.00,"64,000.00","64,000.00"
Invoice,07/04/2025,AS010687,Supervision Technology (Pvt) Ltd,Draytek:Vigor 3910 (Draytek Vigor 3910 Security Appliance..Quad Wan),Draytek,AD,Taxable Sales,1.00,"297,000.00","297,000.00"
Invoice,07/04/2025,AS010688,CK-CCTV Security System (pvt) Ltd,BDCOM:S1006-4p-65 (BDCOM S1006-4p-65 Unmanaged 4 ports 10/100 PoE Ports and 2 Ports 10/100 NON PoE),BDCOM,AR,Non-Taxable Sales,2.00,"6,100.00","12,200.00"
Invoice,07/04/2025,AS010688,CK-CCTV Security System (pvt) Ltd,BDCOM:S1500-8P2G (BDCOM S1500-8P2G Switch),BDCOM,AR,Non-Taxable Sales,1.00,"15,800.00","15,800.00"
Invoice,07/04/2025,AS010688,CK-CCTV Security System (pvt) Ltd,BDCOM:S1008 (BDCOM S1008 8 Port 10/100 BaseT Standard Switch),BDCOM,AR,Non-Taxable Sales,2.00,"3,900.00","7,800.00"
Invoice,07/04/2025,AS010688,CK-CCTV Security System (pvt) Ltd,BDCOM:S1508E,BDCOM,AR,Non-Taxable Sales,2.00,"6,000.00","12,000.00"
Invoice,07/05/2025,AS010689,Sourcecode-LK,Synology:DS223 (Synology Diskstation DS223  2Bay),Synology,AD,Non-Taxable Sales,1.00,"201,780.00","201,780.00"
Invoice,07/05/2025,AS010689,Sourcecode-LK,HDD:HAT3300-2T (Synology 2TB Plus Hard Drive),Hard Drive,AD,Non-Taxable Sales,2.00,0.00,0.00
Invoice,07/05/2025,AS010690,Barclays Computers (Pvt) Ltd,Synology:DS223j (Synology DS223j  ),Synology,AS,Taxable Sales,1.00,"64,000.00","64,000.00"
Invoice,07/05/2025,AS010691,Barclays Computers (Pvt) Ltd,Synology:DS223j (Synology DS223j  ),Synology,AS,Taxable Sales,3.00,"64,000.00","192,000.00"
Invoice,07/07/2025,AS010692,A-Networks (Pvt) Ltd,HDD:HAT3300-4T (Synology 4TB Plus HDD),Hard Drive,AD,Taxable Sales,3.00,"43,000.00","129,000.00"
Invoice,07/07/2025,AS010693,M & A Distributors (Pvt) Ltd,Synology:DS223j (Synology DS223j  ),Synology,AD,Taxable Sales,1.00,"64,000.00","64,000.00"
Invoice,07/07/2025,AS010694,Barclays Computers (Pvt) Ltd,Synology:DS423 (Synology DS423 4 Bay NAS),Synology,AS,Taxable Sales,2.00,"130,000.00","260,000.00"
Invoice,07/08/2025,AS010695,SLT VisionCom (Pvt) Ltd,MA (Maintenance  Agreement),Support and Maintenance,A,Taxable Sales,1.00,"309,815.00","309,815.00"
Invoice,07/08/2025,AS010696,Alphasonic Technologies (Pvt) Ltd,Synology:DS223 (Synology Diskstation DS223  2Bay),Synology,A,Taxable Sales,1.00,"96,000.00","96,000.00"
Invoice,07/08/2025,AS010696,Alphasonic Technologies (Pvt) Ltd,HDD:HAT3300-2T (Synology 2TB Plus Hard Drive),Hard Drive,A,Taxable Sales,2.00,"36,000.00","72,000.00"
Credit Memo,07/09/2025,AS00112,Orikmo Technologies (Pvt) Ltd,BDCOM:GSFP-SX-D,BDCOM,,Taxable Sales,-8.00,"3,800.00","-30,400.00"
Invoice,07/09/2025,AS010697,BlueChip Technical Services(Pvt)Ltd,Rental,Other Sales,A,Taxable Sales,3.00,"15,000.00","45,000.00"
Invoice,07/11/2025,AS010698,TechCERT,Acronis,Acronics,AS,Taxable Sales,1.00,"19,850.00","19,850.00"
Invoice,07/11/2025,AS010698,TechCERT,Acronis,Acronics,AS,Taxable Sales,2.00,"24,800.00","49,600.00"
Invoice,07/11/2025,AS010699,Neo Solution,Acronis,Acronics,SM,Non-Taxable Sales,1.00,"1,500.00","1,500.00"
Invoice,07/11/2025,AS010700,EPG TECHNOLOGIES,BDCOM:S1008 (BDCOM S1008 8 Port 10/100 BaseT Standard Switch),BDCOM,AR,Non-Taxable Sales,3.00,"3,800.00","11,400.00"
Invoice,07/11/2025,AS010701,KRNS Contractor,BDCOM:S1008 (BDCOM S1008 8 Port 10/100 BaseT Standard Switch),BDCOM,AR,Non-Taxable Sales,2.00,"3,800.00","7,600.00"
Invoice,07/11/2025,AS010701,KRNS Contractor,BDCOM:S1508E,BDCOM,AR,Non-Taxable Sales,2.00,"6,000.00","12,000.00"
Invoice,07/14/2025,AS010702,SILVERLINE INFORMATION TECHNOLOGY PVT LTD,Synology:RS822RP+ (Synology Rackstation RS822RP+),Synology,A,Taxable Sales,1.00,"512,325.00","512,325.00"
Invoice,07/14/2025,AS010702,SILVERLINE INFORMATION TECHNOLOGY PVT LTD,Synology:1 U Fixed Rail Kit,Synology,A,Taxable Sales,1.00,,
Invoice,07/14/2025,AS010703,Rapidventure (Pvt) Ltd,Draytek:Vigor 2915 (Draytek Vigor 2915 Security Appliance),Draytek,AD,Taxable Sales,1.00,"64,000.00","64,000.00"
Invoice,07/14/2025,AS010703,Rapidventure (Pvt) Ltd,Draytek,Draytek,AD,Taxable Sales,1.00,"20,000.00","20,000.00"
Invoice,07/14/2025,AS010704,Green Digital Technologies (Pvt) Ltd,BDCOM:S1006-4p-65 (BDCOM S1006-4p-65 Unmanaged 4 ports 10/100 PoE Ports and 2 Ports 10/100 NON PoE),BDCOM,AR,Non-Taxable Sales,1.00,"6,000.00","6,000.00"
Invoice,07/15/2025,AS010705,Gadgetbox,HDD:HAT3300-4T (Synology 4TB Plus HDD),Hard Drive,SM,Non-Taxable Sales,2.00,"45,076.00","90,152.00"
Invoice,07/15/2025,AS010706,Chris and Mayu Photographers,HDD:HAT3300-6T (Synology 6TB Plus Hard Drive),Hard Drive,AD,Non-Taxable Sales,2.00,"74,000.00","148,000.00"
Invoice,07/15/2025,AS010707,RK Computers,BDCOM:S1008 (BDCOM S1008 8 Port 10/100 BaseT Standard Switch),BDCOM,AR,Non-Taxable Sales,2.00,"3,894.00","7,788.00"
Invoice,07/15/2025,AS010707,RK Computers,BDCOM:S1508E,BDCOM,AR,Non-Taxable Sales,2.00,"5,959.00","11,918.00"
Invoice,07/15/2025,AS010707,RK Computers,BDCOM:S1000-8P2F (BDCOM POE S1000-8P2F  8Port 100M Switch),BDCOM,AR,Non-Taxable Sales,1.00,"7,906.00","7,906.00"
Invoice,07/15/2025,AS010707,RK Computers,BDCOM:S1200-8P2G (BDCOM S1200-8P2G Switch),BDCOM,AR,Non-Taxable Sales,1.00,"10,384.00","10,384.00"
Invoice,07/16/2025,AS010708,Alphasonic Technologies (Pvt) Ltd,Synology:DS925+ (Synology NAS DS925+ 4 Bay NAS),Synology,A,Taxable Sales,1.00,"233,887.50","233,887.50"
Invoice,07/16/2025,AS010708,Alphasonic Technologies (Pvt) Ltd,HDD:HAT3300-4T (Synology 4TB Plus HDD),Hard Drive,A,Taxable Sales,2.00,"41,512.50","83,025.00"
Invoice,07/16/2025,AS010709,Synergy Ventures,Services,Support and Maintenance,AS,Non-Taxable Sales,1.00,"5,900.00","5,900.00"
Invoice,07/16/2025,AS010710,Netsys Solutions (Pvt) Ltd,Synology:RS1221RP+,Synology,A,Taxable Sales,1.00,"588,000.00","588,000.00"
Invoice,07/16/2025,AS010710,Netsys Solutions (Pvt) Ltd,HDD:HAT5310-8T (Synology 8TB Enterprise Hard Drive),Hard Drive,A,Taxable Sales,4.00,"109,000.00","436,000.00"
Invoice,07/16/2025,AS010710,Netsys Solutions (Pvt) Ltd,Synology:2 U Sliding Rail Kit,Synology,A,Taxable Sales,1.00,,
Invoice,07/17/2025,AS010711,Gadgetbox,Synology:RX1217RP (Synology RX1217 RP  12 Bay Expansion),Synology,AD,Non-Taxable Sales,1.00,"731,600.00","731,600.00"
Invoice,07/17/2025,AS010711,Gadgetbox,HDD:HAT3310-16T (Synology 16TB Plus HDD),Hard Drive,AD,Non-Taxable Sales,3.00,"136,880.00","410,640.00"
Invoice,07/17/2025,AS010711,Gadgetbox,Synology:2 U Sliding Rail Kit,Synology,AD,Non-Taxable Sales,1.00,"64,900.00","64,900.00"
Invoice,07/17/2025,AS010712,Adapt Information Technologies,Synology:RS822RP+ (Synology Rackstation RS822RP+),Synology,A,Taxable Sales,1.00,"482,000.00","482,000.00"
Invoice,07/17/2025,AS010712,Adapt Information Technologies,HDD:HAT3300-4T (Synology 4TB Plus HDD),Hard Drive,A,Taxable Sales,4.00,"42,000.00","168,000.00"
Invoice,07/17/2025,AS010712,Adapt Information Technologies,Discount,Sales Discount,A,Taxable Sales,,"-6,000.00","-6,000.00"
Invoice,07/17/2025,AS010712,Adapt Information Technologies,Synology:1 U Fixed Rail Kit,Synology,A,Taxable Sales,1.00,,
Invoice,07/17/2025,AS010713,Touch Solution Systems (Private) Limited,RS2423RP+ (Synology RackStation RS2423RP+ 12Bay),Synology,A,Taxable Sales,1.00,"1,138,000.00","1,138,000.00"
Invoice,07/17/2025,AS010713,Touch Solution Systems (Private) Limited,HDD:HAT3310-16T (Synology 16TB Plus HDD),Hard Drive,A,Taxable Sales,10.00,"114,000.00","1,140,000.00"
Invoice,07/17/2025,AS010713,Touch Solution Systems (Private) Limited,Synology:Single Port T1 Card,Synology,A,Taxable Sales,1.00,,
Invoice,07/17/2025,AS010713,Touch Solution Systems (Private) Limited,800GB Synology NVMe SSD (Synology 800GB M.2 SSD (SNV3510-800G) NVMe),Hard Drive,A,Taxable Sales,2.00,"116,400.00","232,800.00"
Invoice,07/17/2025,AS010713,Touch Solution Systems (Private) Limited,Synology:2 U Sliding Rail Kit,Synology,A,Taxable Sales,1.00,,
Invoice,07/18/2025,AS010714,Alphasonic Technologies (Pvt) Ltd,HDD:HAT3300-4T (Synology 4TB Plus HDD),Hard Drive,A,Taxable Sales,3.00,"42,525.00","127,575.00"
Invoice,07/18/2025,AS010715,Micro Solutions Information Systems (Pvt),Synology:DS425+ (Synology DiskStation DS425+ 4 Bay),Synology,A,Taxable Sales,1.00,"166,000.00","166,000.00"
Invoice,07/18/2025,AS010715,Micro Solutions Information Systems (Pvt),HDD:HAT3300-4T (Synology 4TB Plus HDD),Hard Drive,A,Taxable Sales,4.00,"42,000.00","168,000.00"
Invoice,07/19/2025,AS010716,AL - ARAF HOTELS & RESORT (PVT) LTD,Hosting (Hosting),Support and Maintenance,AS,Taxable Sales,1.00,"3,045.00","3,045.00"
Invoice,07/19/2025,AS010717,LANKA COMMODITY BROKERS LTD,Host Email,Support and Maintenance,AS,Taxable Sales,1.00,"18,565.37","18,565.37"
Invoice,07/19/2025,AS010718,LANKA COMMODITY BROKERS LTD,Services,Support and Maintenance,AS,Taxable Sales,1.00,"6,765.99","6,765.99"
Invoice,07/19/2025,AS010719,LANKA MOUNT CASTLE (PVT) LTD,Host Email,Support and Maintenance,AS,Taxable Sales,1.00,"15,225.00","15,225.00"
Invoice,07/19/2025,AS010720,Wiscom Information Technology (Pvt) Ltd,Acronis,Acronics,SM,Non-Taxable Sales,1.00,"6,000.00","6,000.00"
Invoice,07/21/2025,AS010721,Southern Technologies,BDCOM:S1200-8P2G (BDCOM S1200-8P2G Switch),BDCOM,AR,Non-Taxable Sales,1.00,"10,600.00","10,600.00"
Invoice,07/21/2025,AS010722,Cameralk (Pvt) Ltd,Synology:Power Adaptor (Power Adaptor),Hardware,AD,Taxable Sales,1.00,"40,000.00","40,000.00"
Invoice,07/22/2025,AS010723,Studio Lakdam,HDD:HAT3310-16T (Synology 16TB Plus HDD),Hard Drive,AD,Non-Taxable Sales,1.00,"163,000.00","163,000.00"
Invoice,07/23/2025,AS010724,MM Trade Stationers (Pvt) Ltd.,Synology:DS925+ (Synology NAS DS925+ 4 Bay NAS),Synology,AR,Taxable Sales,1.00,"210,000.00","210,000.00"
Invoice,07/24/2025,AS010725,ICC Inernational Construction Consortium,HDD:HAT3300-2T (Synology 2TB Plus Hard Drive),Hard Drive,AD,Taxable Sales,1.00,"39,000.00","39,000.00"
Invoice,07/24/2025,AS010726,Network Information Technologies (Pvt) Lt,Acronis,Acronics,AS,Taxable Sales,1.00,"228,415.09","228,415.09"
Invoice,07/24/2025,AS010727,ABSOLUTE BUSINESS SOLUTIONS ( PVT) LTD,Acronis,Acronics,SM,Non-Taxable Sales,1.00,"2,000.00","2,000.00"
Invoice,07/24/2025,AS010728,ABSOLUTE BUSINESS SOLUTIONS ( PVT) LTD,Acronis,Acronics,SM,Non-Taxable Sales,1.00,"2,000.00","2,000.00"
