CustomerName,InvoiceNum,PaymentDate,ReferenceNum,Amount,PaymentMethod,DepositToAccount,Memo,UnusedPayment
Melwire Rolling (Pvt) Ltd,AS007044,2018-04-23,025522,214475.00,Check,Undeposited Funds,,0.00
Jon Trepte,AS006624,2018-04-23,992434,11000.00,Check,Undeposited Funds,,0.00
Micro Solutions Information Systems (Pvt),AS007234,2018-04-25,714076,11500.00,Check,Undeposited Funds,,0.00
Aitken Spence Travels (Private)Limited.,AS007086,2018-04-25,310026,22500.00,Check,Undeposited Funds,,0.00
Aitken Spence Travels (Private)Limited.,AS006906,2018-04-25,018563,185000.00,Check,Undeposited Funds,,0.00
Paan Paan,AS006981,2018-04-26,925569,28750.00,Check,Undeposited Funds,,0.00
Barclays Computers (Pvt) Ltd,AS007112,2018-04-26,202834,59100.00,Check,Undeposited Funds,,0.00
Barclays Computers (Pvt) Ltd,AS007122,2018-04-26,202834,58800.00,Check,Undeposited Funds,,0.00
First Capital Holdings PLC,AS007207,2018-04-26,264103,125000.00,Check,Undeposited Funds,,0.00
UNION ASSURANCE PLC,AS007123,2018-04-26,019621,20700.00,Check,Undeposited Funds,,0.00
S-Lon,AS007186,2018-04-26,253616,166000.00,Check,Undeposited Funds,,0.00
a-Design Studio,AS007229,2018-04-26,377328,254000.00,Check,Undeposited Funds,,0.00
a-Design Studio,AS007231,2018-04-26,377328,64000.00,Check,Undeposited Funds,,0.00
Jat Technologies,AS007219,2018-04-26,146708,273800.00,Check,Undeposited Funds,,0.00
TYAX (PVT)LTD,AS007216,2018-05-02,467387,410000.00,Check,Undeposited Funds,,0.00
Digital Mobility Solutions Lanka (pvt)Ltd,AS007103,2018-05-02,101539,1775452.50,Check,Undeposited Funds,,0.00
JOLANKA (Pvt) Ltd,AS007181,2018-05-02,993954,136250.00,Check,Undeposited Funds,,0.00
MUSLIM AID,AS007211,2018-05-02,892767,11212.50,Check,Undeposited Funds,,0.00
MUSLIM AID,AS006043,2018-05-02,882582,2300.00,Check,Undeposited Funds,,0.00
MUSLIM AID,AS007095,2018-05-02,882582,52900.00,Check,Undeposited Funds,,0.00
MUSLIM AID,AS007005,2018-05-02,,20375.00,Check,Undeposited Funds,,0.00
LANKA MOUNT CASTLE (PVT) LTD,AS007124,2018-05-04,696542,48300.00,Check,Undeposited Funds,,0.00
Delmage Forsyth & Co. Ltd,AS007179,2018-05-04,012863,450000.00,Check,Undeposited Funds,,0.00
Property Finance & Investments,AS007116,2018-05-04,832404,23420.00,Check,Undeposited Funds,,0.00
SouthNet Technologies (Pvt) Ltd,AS007184,2018-05-09,312579,26450.00,Check,Undeposited Funds,,0.00
SouthNet Technologies (Pvt) Ltd,AS007189,2018-05-09,312579,26450.00,Check,Undeposited Funds,,0.00
Carmart (PVT) Limited,AS007224,2018-05-10,344252,83500.00,Check,Undeposited Funds,,0.00
Contrinex,AS007249,2018-05-10,919527,91000.00,Check,Undeposited Funds,,0.00
Halcyon House Colombo,AS007057,2018-05-12,433641,2286.00,Check,Undeposited Funds,,0.00
Halcyon House Colombo,AS007220,2018-05-12,433641,12362.50,Check,Undeposited Funds,,0.00
Halcyon House Colombo,,2018-05-12,433641,0.50,Check,Undeposited Funds,,0.00
Avian,AS007178,2018-05-15,632100,404400.00,Check,Undeposited Funds,,0.00
Property Finance & Investments,AS007194,2018-05-15,832847,397800.00,Check,Undeposited Funds,,0.00
Cenmetrix (Pvt) Ltd,AS007119,2018-05-16,564761,142250.00,Check,Undeposited Funds,,0.00
Jayantha Cutter Makers,AS007180,2018-05-16,299782,10900.00,Check,Undeposited Funds,,0.00
Ulagalla Walawwa Resort (Pvt)Ltd,AS007227,2018-05-16,810729,350750.00,Check,Undeposited Funds,,0.00
Premier Services,AS007236,2018-05-16,864208,7500.00,Check,Undeposited Funds,,0.00
Premier Services,AS007237,2018-05-16,864208,34500.00,Check,Undeposited Funds,,0.00
Univell ComputerSolutions( Pvt) Ltd,AS006588,2018-05-18,100862,19000.00,Check,Undeposited Funds,,0.00
Studio Lakdam,AS007262,2018-05-18,987037,35000.00,Check,Undeposited Funds,,0.00
Studio Lakdam,AS007262,2018-05-18,987038,31000.00,Check,Undeposited Funds,,0.00
Studio Lakdam,AS007405,2018-05-18,987038,4000.00,Check,Undeposited Funds,,0.00
Paan Paan,AS007069,2018-05-18,338700,28750.00,Check,Undeposited Funds,,0.00
Paan Paan,AS007070,2018-05-18,607452,28750.00,Check,Undeposited Funds,,0.00
Lakvijaya Power Station,AS007215,2018-05-21,563968,148920.00,Check,Undeposited Funds,,0.00
Editing Table Studio,AS007263,2018-05-21,795979,64600.00,Check,Undeposited Funds,,0.00
Smart Tech,AS007272,2018-05-23,728586,115000.00,Check,Undeposited Funds,,0.00
David Pieris Information Technologies Lt,AS007190,2018-05-23,654660,316000.00,Check,Undeposited Funds,,0.00
David Pierise Information Technologies Lt,AS007135,2018-05-23,654624,21275.00,Check,Undeposited Funds,,0.00
World IT Solution,AS007283,2018-05-28,Cash,30000.00,Cash,Undeposited Funds,,0.00
HKS Technologies,AS007284,2018-05-30,532555,31500.00,Check,Undeposited Funds,,0.00
Sampath Senaratharachige Asso,AS007225,2018-05-30,213262,212000.00,Check,Undeposited Funds,,0.00
Ayurvie  Weligama (PVT) Ltd,AS007226,2018-05-30,858020,82500.00,Check,Undeposited Funds,,0.00
Xpress Digital,AS007232,2018-05-30,607206,184600.00,Check,Undeposited Funds,,0.00
Cargills Bank Ltd,AS007253,2018-06-01,017874,336720.00,Check,Undeposited Funds,,0.00
Ceylinco General Insurance Limited,AS007267,2018-06-01,480653,359360.28,Check,Undeposited Funds,,0.00
Pretec Systems (Pvt)Ltd,AS007183,2018-06-01,130023,32000.00,Check,Undeposited Funds,,0.00
Micro Solutions Information Systems (Pvt),AS007245,2018-06-01,723245,177500.00,Check,Undeposited Funds,,0.00
Micro Solutions Information Systems (Pvt),AS007245,2018-06-01,723246,177500.00,Check,Undeposited Funds,,0.00
Avian,AS007208,2018-06-01,634091,2030200.00,Check,Undeposited Funds,,0.00
Miami Exports(Pvt) Ltd,AS007007,2018-06-01,607791,101955.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS007217,2018-06-05,855666,5750.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS007205,2018-06-05,862599,11270.00,Check,Undeposited Funds,,0.00
Rangiri Sri Lanka Media Network,AS007099,2018-06-05,863546,25000.00,Check,Undeposited Funds,,0.00
D Tech (Pvt) Ltd,AS007246,2018-06-06,299118,170830.00,Check,Undeposited Funds,,0.00
SLIM,AS007248,2018-06-07,431111,230000.00,Check,Undeposited Funds,,0.00
Sahasra Studio (PVT) Ltd,AS007309,2018-06-07,550752,60000.00,Check,Undeposited Funds,,0.00
Cargills Bank Ltd,AS007254,2018-06-12,017937,336720.00,Check,Undeposited Funds,,0.00
Cargills Bank Ltd,AS007255,2018-06-12,017916,2986420.00,Check,Undeposited Funds,,0.00
ETEL Solutions (Pvt) Ltd,AS007279,2018-06-12,437359,241500.00,Check,Undeposited Funds,,0.00
LEGACY HEALTH,AS007221,2018-06-12,049803,143175.00,Check,Undeposited Funds,,0.00
Analytical Instruments (Pvt) Ltd,AS007206,2018-06-19,227955,27000.00,Check,Undeposited Funds,,0.00
The Buddhist Media Network,AS007305,2018-06-20,065032,1225000.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS007286,2018-06-20,870080,11270.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS007289,2018-06-20,870023,5750.00,Check,Undeposited Funds,,0.00
CEB Head Office,AS007218,2018-06-25,585083,698200.00,Check,Undeposited Funds,,0.00
Lanka Bell Ltd,AS007275,2018-06-26,046943,251600.00,Check,Undeposited Funds,,0.00
Premier Services,AS007302,2018-06-26,864209,55000.00,Check,Undeposited Funds,,0.00
ebase asia,AS006961,2018-06-26,592112,32300.00,Check,Undeposited Funds,,0.00
Sri Lanka Insurance Coporation ltd.,AS007266,2018-06-26,054412,207000.00,Check,Undeposited Funds,,0.00
Sri Lanka Insurance Coporation ltd.,AS007296,2018-06-26,126903,2747649.86,Check,Undeposited Funds,,0.00
First Capital Holdings PLC,AS007274,2018-07-03,381360,533000.00,Check,Undeposited Funds,,0.00
Harbour Village,AS007321,2018-07-04,613774,168900.00,Check,Undeposited Funds,,0.00
Abercrombie & Kent (Pvt) Ltd,AS007311,2018-07-04,434485,462000.00,Check,Undeposited Funds,,0.00
Institute of Personnel Management,AS007041,2018-07-05,219181,273300.00,Check,Undeposited Funds,,0.00
CCS Lanka Pvt Ltd,AS007141,2018-07-06,bank deposit,305125.00,Bank Deposits,Undeposited Funds,,0.00
SGS Lanka (pvt) Ltd.,AS007171,2018-07-06,bank Deposit,3450.00,Bank Deposits,Undeposited Funds,,0.00
DKW Aqua International (Pvt) Ltd,AS007222,2018-07-06,bank Deposit,96400.00,Bank Deposits,Undeposited Funds,,0.00
DKW Aqua International (Pvt) Ltd,AS007223,2018-07-06,bank Deposit,51750.00,Bank Deposits,Undeposited Funds,,0.00
Colombo Centre For Cognitive Computing (P,AS007172,2018-07-06,Bank Deposits,44086.50,Bank Deposits,Undeposited Funds,,0.00
Unimac It Solutions,AS007188,2018-07-06,bank Deposits,23500.00,Bank Deposits,Undeposited Funds,,0.00
Rapidventure (Pvt) Ltd,AS007165,2018-07-06,bank Deposits,43660.00,Bank Deposits,Undeposited Funds,,0.00
Rapidventure (Pvt) Ltd,AS007096,2018-07-06,bank Deposits,47876.00,Bank Deposits,Undeposited Funds,,0.00
The Buddhist Media Network,AS006748,2018-07-06,Payment Includ New I,102550.00,Bank Deposits,Undeposited Funds,,0.00
I U C N,AS007367,2018-07-06,480116,21500.00,Check,Undeposited Funds,,0.00
Rapidventure (Pvt) Ltd,AS007239,2018-07-09,bank Deposits,28750.00,Bank Deposits,Undeposited Funds,,0.00
SouthNet Technologies (Pvt) Ltd,AS007277,2018-07-09,312661,91100.00,Check,Undeposited Funds,,0.00
SouthNet Technologies (Pvt) Ltd,AS007247,2018-07-09,312660,90735.00,Check,Undeposited Funds,,0.00
And Beyond,AS007368,2018-07-09,041702,8050.00,Check,Undeposited Funds,,0.00
Sarasavi Publishers (Pvt) Ltd,AS007300,2018-07-09,782335,90000.00,Check,Undeposited Funds,,0.00
EL Toro Roofing Products Ltd,AS007243,2018-07-09,530081,195000.00,Check,Undeposited Funds,,0.00
Star Garments (Pvt) Limited,AS007303,2018-07-09,740395,734000.00,Check,Undeposited Funds,,0.00
Elegent Media Solutions,AS007369,2018-07-11,108040,69000.00,Check,Undeposited Funds,,0.00
TMI Solutions (Pvt) Ltd,AS007313,2018-07-11,095128,17825.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007200,2018-07-11,551423,55200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007201,2018-07-11,551423,9200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007202,2018-07-11,551423,19780.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007203,2018-07-11,551423,3450.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007209,2018-07-11,551423,17968.75,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007287,2018-07-11,551423,3450.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007288,2018-07-11,551423,3450.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007291,2018-07-11,551423,19780.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007292,2018-07-11,551423,19780.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007293,2018-07-11,551423,9200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007294,2018-07-11,551423,9200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007297,2018-07-11,551423,55200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007298,2018-07-11,551423,55200.00,Check,Undeposited Funds,,0.00
PC Globe Systems (Pvt) Ltd,AS007281,2018-07-11,802474,50000.00,Check,Undeposited Funds,,0.00
PC Globe Systems (Pvt) Ltd,AS007281,2018-07-11,802476,92500.00,Check,Undeposited Funds,,0.00
PC Globe Systems (Pvt) Ltd,AS007281,2018-07-11,802475,50000.00,Check,Undeposited Funds,,0.00
Digital Commerce Lanka (Pvt) Ltd,AS007269,2018-07-12,728351,4600.00,Check,Undeposited Funds,,0.00
Digital Commerce Lanka (Pvt) Ltd,AS007299,2018-07-12,728351,22200.00,Check,Undeposited Funds,,0.00
Paan Paan,AS007197,2018-07-12,278760,28750.00,Check,Undeposited Funds,,0.00
Paan Paan,AS007198,2018-07-12,278760,28750.00,Check,Undeposited Funds,,0.00
Paan Paan,AS007199,2018-07-12,278760,32200.00,Check,Undeposited Funds,,0.00
Barclays Computers (Pvt) Ltd,AS007230,2018-07-12,603274,58800.00,Check,Undeposited Funds,,0.00
Barclays Computers (Pvt) Ltd,AS007233,2018-07-12,603274,58800.00,Check,Undeposited Funds,,0.00
Pacific Manning Agency Colombo(Pvt)Ltd,AS007332,2018-07-12,681638,19228.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS007290,2018-07-13,876596,5750.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS007285,2018-07-13,869978,11270.00,Check,Undeposited Funds,,0.00
I U C N,AS007376,2018-07-13,480106,21500.00,Check,Undeposited Funds,,0.00
Ulagalla Walawwa Resort (Pvt)Ltd,AS007295,2018-07-13,989197,87687.50,Check,Undeposited Funds,,0.00
Mr Chitrupa De Silva,AS007379,2018-07-14,Cash,86900.00,Cash,Undeposited Funds,,0.00
Avian,AS007252,2018-07-14,637939,972500.00,Check,Undeposited Funds,,0.00
Avian,AS007252,2018-07-14,637938,972500.00,Check,Undeposited Funds,,0.00
Editing Table Studio,AS007363,2018-07-17,010431,159000.00,Check,Undeposited Funds,,0.00
I U C N,AS006781,2018-07-17,477630,3000.00,Check,Undeposited Funds,,0.00
Owen Design Studio,AS007385,2018-07-21,Bank Deposits,36500.00,Bank Deposits,Undeposited Funds,,0.00
Thakral One (Pvt) Ltd.,AS007314,2018-07-21,900618,221700.00,Check,Undeposited Funds,,0.00
Epro Technologies (Pvt) Ltd,AS007390,2018-07-24,147107,165000.00,Check,Undeposited Funds,,0.00
Shangri La Hotels Lanka (Private)Limited,AS007270,2018-07-24,510570,40250.00,Check,Undeposited Funds,,0.00
Shangri La Hotels Lanka (Private)Limited,AS007278,2018-07-24,510570,17250.00,Check,Undeposited Funds,,0.00
Shangri La Hotels Lanka (Private)Limited,AS007383,2018-07-24,Cash,11500.00,Cash,Undeposited Funds,,0.00
JAT Holdings (Pvt) Ltd,AS007114,2018-07-25,895620,4600.00,Check,Undeposited Funds,,0.00
JAT Holdings (Pvt) Ltd,AS007115,2018-07-25,895620,4600.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS007137,2018-07-26,839028,1725.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS007138,2018-07-26,839028,1150.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS007153,2018-07-26,839028,22400.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS007154,2018-07-26,839028,1150.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS007155,2018-07-26,839028,1150.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS007156,2018-07-26,839028,20125.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS007162,2018-07-26,839028,8050.00,Check,Undeposited Funds,,0.00
NOLIMIT,AS007353,2018-07-26,268569,464689.70,Check,Undeposited Funds,,0.00
NOLIMIT,AS007365,2018-07-26,952752,78600.00,Check,Undeposited Funds,,0.00
Holmes Pollard & Stott (Pvt) Ltd,AS007241,2018-07-30,854803,256300.00,Check,Undeposited Funds,,0.00
Micro Solutions Information Systems (Pvt),AS007273,2018-07-31,729179,44850.00,Check,Undeposited Funds,,0.00
Avian,AS007268,2018-08-02,575524,1945000.00,Check,Undeposited Funds,,0.00
Studio Lakdam,AS007315,2018-08-06,502965,32000.00,Check,Undeposited Funds,,0.00
Sahasra Studio (PVT) Ltd,AS007386,2018-08-06,550769,6750.00,Check,Undeposited Funds,,0.00
Softlogic IT,AS007251,2018-08-09,600847,351600.00,Check,Undeposited Funds,,0.00
Softlogic IT,AS007259,2018-08-09,601102,112300.00,Check,Undeposited Funds,,0.00
Digital Mobility Solutions Lanka (pvt)Ltd,AS007329,2018-08-09,112977,1280181.15,Check,Undeposited Funds,,0.00
ebase asia,AS007408,2018-08-10,cash,2500.00,Cash,Undeposited Funds,,0.00
Orit Apparels Lanka (Pvt) Ltd-Seethawaka,AS007240,2018-08-10,019356,105225.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS007337,2018-08-10,876683,11270.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS007338,2018-08-10,876683,5750.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS007320,2018-08-10,876539,90000.00,Check,Undeposited Funds,,0.00
Karvin Fernando Production,AS007411,2018-08-11,cash,115800.00,Cash,Undeposited Funds,,0.00
Cargills Bank Ltd,AS007382,2018-08-16,025987,618740.00,Check,Undeposited Funds,,0.00
MICROCELLS LTD,AS006853,2018-08-17,Bank Deposits,20700.00,Bank Deposits,Undeposited Funds,,0.00
Regency Teas (Pvt) Ltd,AS007101,2018-08-18,575762,13750.00,Check,Undeposited Funds,,0.00
Gennext (Pvt)Ltd,AS007012,2018-08-18,854635,4500.00,Check,Undeposited Funds,,0.00
Gennext (Pvt)Ltd,AS007167,2018-08-18,854635,45000.00,Check,Undeposited Funds,,0.00
Kiffs (Pvt) Ltd.,AS007364,2018-08-22,419548,65500.00,Check,Undeposited Funds,,0.00
JLanka Technologies (Pvt) Ltd,AS007324,2018-08-22,263220,54900.00,Check,Undeposited Funds,,0.00
Insight Computers,AS007326,2018-08-23,268166,33304.00,Check,Undeposited Funds,,0.00
George Steuart Optimize Pvt Ltd,AS007280,2018-08-24,564054,74500.00,Check,Undeposited Funds,,0.00
Institute of Health policy,AS007380,2018-08-24,513297,21275.00,Check,Undeposited Funds,,0.00
Paan Paan,AS007334,2018-08-27,519298,32200.00,Check,Undeposited Funds,,0.00
Thakral One (Pvt) Ltd.,AS007375,2018-08-27,900680,162400.00,Check,Undeposited Funds,,0.00
Thakral One (Pvt) Ltd.,AS007389,2018-08-27,900680,162400.00,Check,Undeposited Funds,,0.00
MCB Bank Ltd,AS007416,2018-08-27,114905,21178.00,Check,Undeposited Funds,,0.00
Rapidventure (Pvt) Ltd,AS007319,2018-08-27,963962,30069.05,Check,Undeposited Funds,,0.00
Rapidventure (Pvt) Ltd,AS007323,2018-08-27,963962,27514.90,Check,Undeposited Funds,,0.00
UNION ASSURANCE PLC,AS007395,2018-08-28,024446,402700.00,Check,Undeposited Funds,,0.00
J L Morison Son & Jones (Ceylon)Ltd,AS007028,2018-08-29,022954,24750.00,Check,Undeposited Funds,,0.00
Melwire Rolling (Pvt) Ltd,AS007393,2018-08-29,026223,115575.00,Check,Undeposited Funds,,0.00
Pretec Solutions,AS007276,2018-08-29,444929,38050.00,Check,Undeposited Funds,,0.00
Pretec Solutions,AS007276,2018-08-29,444930,38050.00,Check,Undeposited Funds,,0.00
Digital Post Services,AS007445,2018-08-29,501970,218000.00,Check,Undeposited Funds,,0.00
Peradeniya Botanical Garden,AS007377,2018-08-30,781983,594000.00,Check,Undeposited Funds,,0.00
Peradeniya Botanical Garden,AS007378,2018-08-30,781983,5750.00,Check,Undeposited Funds,,0.00
DSI,AS007307,2018-08-30,369654,22000.00,Check,Undeposited Funds,,0.00
Studio I Max,AS007366,2018-08-30,Bank Depasits,30000.00,Bank Deposits,Undeposited Funds,,0.00
Avian,AS007257,2018-08-30,637881,91500.00,Check,Undeposited Funds,,0.00
LTL Transformers (Pvt) Ltd,AS007402,2018-08-30,302464,199000.00,Check,Undeposited Funds,,0.00
UGA Escapes Management (Pvt) Ltd,AS007261,2018-08-30,272473,23000.00,Check,Undeposited Funds,,0.00
BlueChip Technical Services(Pvt)Ltd,AS007310,2018-08-30,774938,542800.00,Check,Undeposited Funds,,0.00
Avian,AS007325,2018-08-30,641998,794500.00,Check,Undeposited Funds,,0.00
Avian,AS007333,2018-08-30,641997,794500.00,Check,Undeposited Funds,,0.00
Unity PC Systems,AS007448,2018-09-03,Cash,30700.00,Cash,Undeposited Funds,,0.00
ebase asia,AS007453,2018-09-04,881740,37200.00,Check,Undeposited Funds,,0.00
Personal Computers-Maldives,AS007455,2018-09-04,Cash,54940.00,Cash,Undeposited Funds,,0.00
Smart Tech,AS007452,2018-09-04,574923,28750.00,Check,Undeposited Funds,,0.00
One Plus Solutions,AS007456,2018-09-05,394333,50750.00,Check,Undeposited Funds,,0.00
Peoples Merchant Finance PLC,AS007316,2018-09-11,012875,333600.00,Check,Undeposited Funds,,0.00
Paan Paan,AS007335,2018-09-11,519156,32200.00,Check,Undeposited Funds,,0.00
Paan Paan,AS007336,2018-09-11,519156,32200.00,Check,Undeposited Funds,,0.00
Paan Paan,AS007348,2018-09-11,519156,1150.00,Check,Undeposited Funds,,0.00
Paan Paan,AS007426,2018-09-11,519540,32200.00,Check,Undeposited Funds,,0.00
Paan Paan,AS007427,2018-09-11,519508,32200.00,Check,Undeposited Funds,,0.00
Sri Lanka Insurance Coporation ltd.,AS007373,2018-09-11,128359,32000.00,Check,Undeposited Funds,,0.00
CEB Head Office- IT,AS007412,2018-09-13,746522,299600.00,Check,Undeposited Funds,,0.00
Mohamed Shanon Areef,AS007470,2018-09-17,Cash,170000.00,Cash,Undeposited Funds,,0.00
Personal Computers-Maldives,AS007462,2018-09-17,Cash,71000.00,Cash,Undeposited Funds,,0.00
LK Domain Registry,AS007477,2018-09-19,929322,144500.00,Check,Undeposited Funds,,0.00
Bernard Botejue Industries Ltd,AS006744,2018-09-19,cash,16675.00,Cash,Undeposited Funds,,0.00
Care Lable Industries (Pvt) Ltd,AS007397,2018-09-19,341356,40250.00,Check,Undeposited Funds,,0.00
Care Lable Industries (Pvt) Ltd,AS007397,2018-09-19,341357,40250.00,Check,Undeposited Funds,,0.00
Care Lable Industries (Pvt) Ltd,AS007397,2018-09-19,341358,40250.00,Check,Undeposited Funds,,0.00
TYAX (PVT)LTD,AS007370,2018-09-20,467654,60750.00,Check,Undeposited Funds,,0.00
Janathakshana (Gte) Ltd,AS007374,2018-09-20,127879,73312.50,Check,Undeposited Funds,,0.00
Avian,AS007322,2018-09-20,644011,110100.00,Check,Undeposited Funds,,0.00
Avian,AS007360,2018-09-20,644011,40200.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS006567,2018-09-20,839663,3450.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS006746,2018-09-20,839663,34500.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS006795,2018-09-20,839663,70000.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS007196,2018-09-20,839663,164250.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS007210,2018-09-20,839663,6900.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS007351,2018-09-20,839663,1725.00,Check,Undeposited Funds,,0.00
ENTEC COMPUTER SYSTEMS (PVT) LTD,AS007478,2018-09-20,258846,30000.00,Check,Undeposited Funds,,0.00
DSI,AS007306,2018-09-21,448987,57700.00,Check,Undeposited Funds,,0.00
Power House - Derana,AS007228,2018-09-21,859736,17200.00,Check,Undeposited Funds,,0.00
Maxaire,AS007387,2018-09-25,482460,48000.00,Check,Undeposited Funds,,0.00
Ultrium Technologies (Pvt) Ltd,AS007483,2018-09-25,936905,162000.00,Check,Undeposited Funds,,0.00
D Tech (Pvt) Ltd,AS007407,2018-09-28,855755,51300.00,Check,Undeposited Funds,,0.00
