CustomerName,InvoiceNum,PaymentDate,ReferenceNum,Amount,PaymentMethod,DepositToAccount,Memo,UnusedPayment
Asian Paints (Lanka) Limited,AS006907,2017-11-08,Bank Deposits,34500.00,Bank Deposits,Undeposited Funds,,0.00
Centre For Research And Development,AS006787,2017-11-08,394257,35300.00,Check,Undeposited Funds,,0.00
Madison Media (Pvt) Ltd.,AS006962,2017-11-08,,70600.00,Check,Undeposited Funds,,0.00
Jayantha Cutter Makers,AS006945,2017-11-10,cash,10000.00,Cash,Undeposited Funds,,0.00
Avian,AS006902,2017-11-10,989525,377700.00,Check,Undeposited Funds,,0.00
Avian,AS006926,2017-11-10,989525,20100.00,Check,Undeposited Funds,,0.00
Paan Paan,AS006814,2017-11-10,704290,28750.00,Check,Undeposited Funds,,0.00
Paan Paan,AS006815,2017-11-10,704383,28750.00,Check,Undeposited Funds,,0.00
Paan Paan,AS006816,2017-11-10,704188,28750.00,Check,Undeposited Funds,,0.00
Paan Paan,AS006920,2017-11-10,704078,28750.00,Check,Undeposited Funds,,0.00
JAT Holdings Hokandara,AS006857,2017-11-10,915112,35650.00,Check,Undeposited Funds,,0.00
JAT Holdings Hokandara,AS006953,2017-11-10,915240,4600.00,Check,Undeposited Funds,,0.00
JAT HOLDINGS (PVT) LTD - HORANA,AS006955,2017-11-10,915240,4600.00,Check,Undeposited Funds,,0.00
Evoke International (Pvt)Ltd,AS006999,2017-11-10,713974,23000.00,Check,Undeposited Funds,,0.00
Barclays Computers (Pvt) Ltd,AS006937,2017-11-10,,29400.00,Check,Undeposited Funds,,0.00
Studio I Max,AS006759,2017-11-10,Cash,16000.00,Cash,Undeposited Funds,,0.00
Thread Works (Pvt) Ltd,AS006964,2017-11-10,136050,34500.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS005685,2017-11-10,824580,36590.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS006911,2017-11-10,824386,11270.00,Check,Undeposited Funds,,0.00
Studio Lakdam,AS006883,2017-11-20,972163,44670.00,Check,Undeposited Funds,,0.00
Kithala Resort,AS006900,2017-11-20,647570,82500.00,Check,Undeposited Funds,,0.00
Seven X Lanka (Pvt) Ltd,AS007004,2017-11-20,580353,552000.00,Check,Undeposited Funds,,0.00
Hiran Wickramanayake,AS007006,2017-11-24,Cash,15000.00,Cash,Undeposited Funds,,0.00
Liyakta Office Systems (Pvt) Ltd,AS007008,2017-11-25,101510,60000.00,Check,Undeposited Funds,,0.00
Stelacom (Pvt) Ltd,AS006952,2017-11-28,833926,147200.00,Check,Undeposited Funds,,0.00
Fujitec Lanka (Pvt)Ltd,AS006975,2017-11-29,130260,498755.00,Check,Undeposited Funds,,0.00
Optimal Solutions,AS007017,2017-12-04,,32000.00,Cash,Undeposited Funds,,0.00
Ceylon Electricity Board Kandy,AS006973,2017-12-04,512707,299400.00,Check,Undeposited Funds,,0.00
Asia broadcasting cop (Hiru Tv),AS006916,2017-12-06,817987,1800000.00,Check,Undeposited Funds,,0.00
Studio Click,AS006994,2017-12-06,879368,26500.00,Check,Undeposited Funds,,0.00
Lycafly (Pvt) Ltd,AS007024,2017-12-07,521683,36800.00,Check,Undeposited Funds,,0.00
D & W Associates International (Pvt) Ltd,AS007025,2017-12-08,959703,95000.00,Check,Undeposited Funds,,0.00
Sanasa Insurance Company Limited,AS006987,2017-12-08,333951,245400.00,Check,Undeposited Funds,,0.00
UGA Escapes Management (Pvt) Ltd,AS007003,2017-12-11,677524,105800.00,Check,Undeposited Funds,,0.00
Ulagalla Walawwa Resort (Pvt)Ltd,AS006913,2017-12-11,811125,25000.00,Check,Undeposited Funds,,0.00
Hiran Wickramanayake,AS007006,2017-12-11,Cash,24700.00,Cash,Undeposited Funds,,0.00
Rapidventure (Pvt) Ltd,AS006977,2017-12-13,892975,25469.05,Check,Undeposited Funds,,0.00
Expo International (Pvt) Ltd.,AS006954,2017-12-13,797197,133000.00,Check,Undeposited Funds,,0.00
J L Morison Son & Jones (Ceylon)Ltd,AS006903,2017-12-14,020165,24750.00,Check,Undeposited Funds,,0.00
Micro Solutions Information Systems (Pvt),AS006935,2017-12-14,690396,102000.00,Check,Undeposited Funds,,0.00
Jayantha Cutter Makers,AS006945,2017-12-14,cash,10000.00,Cash,Undeposited Funds,,0.00
Paan Paan,AS006921,2017-12-15,925331,28750.00,Check,Undeposited Funds,,0.00
A S IT Solutions,AS007031,2017-12-18,Cash,94000.00,Cash,Undeposited Funds,,0.00
Chris and Mayu Photographers,AS007036,2017-12-21,580074,329000.00,Check,Undeposited Funds,,21.00
Chris and Mayu Photographers,AS007037,2017-12-21,580074,3979.00,Check,Undeposited Funds,,21.00
A J & Son,AS007039,2017-12-22,Cash,35000.00,Cash,Undeposited Funds,,0.00
X Press Solutions (Mr Irfan),AS006578,2017-12-26,"Cash60000,40450ASBil",3450.00,Cash,Undeposited Funds,,0.00
X Press Solutions (Mr Irfan),AS006623,2017-12-26,"Cash60000,40450ASBil",97000.00,Cash,Undeposited Funds,,0.00
TASZ Holdings (Pvt)Ltd,AS006989,2017-12-26,232230,105800.00,Check,Undeposited Funds,,0.00
Centre For Research And Development,AS006643,2017-12-27,448300,12450.00,Check,Undeposited Funds,,0.00
INSTITUTE OF CHARTERED ACCOUNTANTS OF SL,AS006986,2017-12-27,076821,95400.00,Check,Undeposited Funds,,0.00
Netcore Solutions,AS006972,2017-12-27,971293,68425.00,Check,Undeposited Funds,,0.00
Dialog Axiata PLC,AS006801,2017-12-27,179366,5750.00,Check,Undeposited Funds,,0.00
Prudential Shipping Lines (Pvt)Ltd,AS007016,2017-12-28,995633,114570.00,Check,Undeposited Funds,,0.00
Centre For Research And Development,AS006943,2017-12-29,448343,20700.00,Check,Undeposited Funds,,0.00
KIK,AS006790,2018-01-03,947912,52440.00,Check,Undeposited Funds,,0.00
KIK,AS006799,2018-01-03,947912,18975.00,Check,Undeposited Funds,,0.00
Survey Department,AS007014,2018-01-03,230540,1190475.00,Check,Undeposited Funds,,0.00
Industrial Clothing Pvt. Ltd,AS006978,2018-01-04,690965,398200.00,Check,Undeposited Funds,,0.00
Avian,AS006949,2018-01-05,532303,146600.00,Check,Undeposited Funds,,0.00
Avian,AS006951,2018-01-05,532303,190200.00,Check,Undeposited Funds,,0.00
Industrial Clothing (Pvt) Ltd - Malwana,AS006993,2018-01-05,027259,398200.00,Check,Undeposited Funds,,0.00
Mr Malintha,AS007085,2018-01-08,Cash,250000.00,Cash,Undeposited Funds,,0.00
Property Finance & Investments,AS007035,2018-01-08,809283,78000.00,Check,Undeposited Funds,,0.00
Sun Aqua Pasikudah,AS007080,2018-01-08,363904,325000.00,Check,Undeposited Funds,,0.00
Studio Siyakroo,AS007083,2018-01-08,835368,38667.00,Check,Undeposited Funds,,0.00
Studio Siyakroo,AS007083,2018-01-08,835370,38667.00,Check,Undeposited Funds,,0.00
Studio Siyakroo,AS007083,2018-01-08,835369,38666.00,Check,Undeposited Funds,,1.00
Halcyon House Colombo,AS007057,2018-01-08,433557,110000.00,Check,Undeposited Funds,,0.00
99X Technology Limited,AS007027,2018-01-08,024178,260000.00,Check,Undeposited Funds,,0.00
Studio Pro- Eye,AS007079,2018-01-08,675640,100000.00,Check,Undeposited Funds,,0.00
Studio Pro- Eye,AS007079,2018-01-08,675642,138000.00,Check,Undeposited Funds,,0.00
Studio Pro- Eye,AS007079,2018-01-08,675641,138000.00,Check,Undeposited Funds,,0.00
Jayantha Cutter Makers,AS006945,2018-01-12,cash,10000.00,Cash,Undeposited Funds,,0.00
Jayantha Cutter Makers,AS006945,2018-01-12,805788,14000.00,Check,Undeposited Funds,,0.00
Avian,AS007081,2018-01-12,563220,246500.00,Check,Undeposited Funds,,0.00
Sapath systems Lanka (Pvt) Ltd,AS007100,2018-01-12,871124,68300.00,Check,Undeposited Funds,,0.00
Property Finance & Investments,AS007032,2018-01-12,809533,38000.00,Check,Undeposited Funds,,0.00
Tech Solution Network,AS007087,2018-01-13,066948,57600.00,Check,Undeposited Funds,,0.00
Barclays Computers (Pvt) Ltd,AS006957,2018-01-13,951237,29400.00,Check,Undeposited Funds,,0.00
Barclays Computers (Pvt) Ltd,AS006960,2018-01-13,951237,29400.00,Check,Undeposited Funds,,0.00
Barclays Computers (Pvt) Ltd,AS007000,2018-01-13,951237,29400.00,Check,Undeposited Funds,,0.00
Sarasavi Publishers (Pvt) Ltd,AS007084,2018-01-16,150358,200000.00,Check,Undeposited Funds,,0.00
Sahasra Studio (PVT) Ltd,AS007055,2018-01-16,5134990,150000.00,Check,Undeposited Funds,,0.00
Colombo Court Hotel & Spa,AS007092,2018-01-16,Cash,5750.00,Cash,Undeposited Funds,,0.00
Rapidventure (Pvt) Ltd,AS007029,2018-01-16,893028,30069.05,Check,Undeposited Funds,,0.00
Industrial Clothing (Pvt) Ltd Avis,AS006979,2018-01-16,027116,398200.00,Check,Undeposited Funds,,0.00
Ceylinco General Insurance Limited,AS007034,2018-01-18,499445,4006000.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS006984,2018-01-20,824800,11270.00,Check,Undeposited Funds,,0.00
Just in Time Technologies (Pvt)Ltd,AS007098,2018-01-22,,10.00,Check,Undeposited Funds,,0.00
Just in Time Technologies (Pvt)Ltd,AS007098,2018-01-22,952677,133990.00,Check,Undeposited Funds,,10.00
American Premium Water Systems (Pvt)Ltd,AS007009,2018-01-22,516591,203000.00,Check,Undeposited Funds,,0.00
American Premium Water Systems (Pvt)Ltd,AS007009,2018-01-22,516592,203000.00,Check,Undeposited Funds,,0.00
American Premium Water Systems (Pvt)Ltd,AS007009,2018-01-22,516593,203500.00,Check,Undeposited Funds,,0.00
Lanka Bell Ltd,AS006877,2018-01-25,044213,33000.00,Check,Undeposited Funds,,0.00
Regency Teas (Pvt) Ltd,AS007033,2018-01-25,575363,181368.23,Check,Undeposited Funds,,0.00
Greenwave Technologies,AS007102,2018-01-26,901902,31900.00,Check,Undeposited Funds,,0.00
Tellida (Pvt)Ltd,AS006891,2018-01-26,201384,10925.00,Check,Undeposited Funds,,0.00
techtron,AS007074,2018-01-29,313327,103000.00,Check,Undeposited Funds,,0.00
techtron,AS007001,2018-01-29,288451,70000.00,Check,Undeposited Funds,,0.00
techtron,AS006942,2018-01-29,268435,173800.00,Check,Undeposited Funds,,0.00
techtron,AS007018,2018-01-29,300220,105000.00,Check,Undeposited Funds,,0.00
techtron,AS007020,2018-01-29,300220,85000.00,Check,Undeposited Funds,,0.00
ICC Inernational Construction Consortium,AS007056,2018-01-29,029511,472000.00,Check,Undeposited Funds,,0.00
Jat Holdings (pvt) Ltd Horana,AS006766,2018-01-29,857228,35650.00,Check,Undeposited Funds,,0.00
David Pieris Information Technologies Lt,AS007002,2018-01-29,627264,253800.00,Check,Undeposited Funds,,0.00
Synergy Engineering (Pvt) ltd,AS007105,2018-01-29,707632,89475.00,Check,Undeposited Funds,,0.00
Avian,AS006970,2018-02-07,532380,197200.00,Check,Undeposited Funds,,0.00
Avian,AS007015,2018-02-07,533734,113000.00,Check,Undeposited Funds,,0.00
The Employer's Federation of Ceylon,AS007093,2018-02-07,197784,311900.00,Check,Undeposited Funds,,0.00
Hiran Wickramanayake,AS007113,2018-02-07,Cash,15000.00,Cash,Undeposited Funds,,0.00
Studio Lakdam,AS006927,2018-02-07,972193,100000.00,Check,Undeposited Funds,,0.00
ICC Inernational Construction Consortium,AS007107,2018-02-15,430157,472000.00,Check,Undeposited Funds,,0.00
MAS Fabrics (Pvt) Ltd,AS007019,2018-02-19,Bank Deposits,489600.00,Bank Deposits,Undeposited Funds,,0.00
KIK,AS006869,2018-02-19,Bank Deposits,66930.00,Bank Deposits,Undeposited Funds,,0.00
KIK,AS006870,2018-02-19,Bank Deposits,5750.00,Bank Deposits,Undeposited Funds,,0.00
Micro Solutions Information Systems (Pvt),AS006719,2018-02-19,Paid Reduced From Pu,71700.00,Paid-Reduced From Purchases,Undeposited Funds,,0.00
Redline Technologies,AS006705,2018-02-19,Paid Reduce From puc,39400.00,Paid-Reduced From Purchases,Undeposited Funds,,0.00
Global IT Works,AS006589,2018-02-19,Paid reduced From pu,36000.00,Paid-Reduced From Purchases,Undeposited Funds,,0.00
Global IT Works,AS006590,2018-02-19,Paid reduced From pu,12000.00,Paid-Reduced From Purchases,Undeposited Funds,,0.00
Department of Agriculture,AS007058,2018-02-20,297827,488725.00,Check,Undeposited Funds,,0.00
Studio Lakdam,AS006927,2018-02-21,972195,100000.00,Check,Undeposited Funds,,0.00
Avian,AS007082,2018-02-21,563221,2144200.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS007026,2018-02-23,247527,11270.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS007042,2018-02-23,247527,11270.00,Check,Undeposited Funds,,0.00
Hiran Wickramanayake,AS007113,2018-02-26,Cash,20000.00,Cash,Undeposited Funds,,0.00
Mr Imtiyaz Marikar,AS007134,2018-02-26,Cash,9900.00,Cash,Undeposited Funds,,0.00
AMW Computers (Pvt) Ltd,AS007089,2018-02-26,561746,136000.00,Check,Undeposited Funds,,0.00
Nexsa High Tech Solution (Pvt) Ltd,AS007121,2018-02-26,006639,31000.00,Check,Undeposited Funds,,0.00
NOLIMIT,AS006958,2018-02-26,197713,93150.00,Check,Undeposited Funds,,0.00
Chris and Mayu Photographers,AS007037,2018-02-26,Bank Deposit,3565.00,Bank Deposits,Undeposited Funds,,0.00
FITIS,AS006990,2018-02-26,Reduce Against Purch,28750.00,Paid-Reduced From Purchases,Undeposited Funds,,0.00
FITIS,AS006991,2018-02-26,Reduce Against Purch,28750.00,Paid-Reduced From Purchases,Undeposited Funds,,0.00
T & D Associates,AS006988,2018-02-26,Bank Deposits,28750.00,Bank Deposits,Undeposited Funds,,0.00
SLIM,AS007076,2018-02-26,429953,41400.00,Check,Undeposited Funds,,0.00
Weblook International (Pvt) Ltd,AS005621,2018-02-26,Invoice Cancel,60000.00,cancelled,Undeposited Funds,,0.00
David Pieris Information Technologies Lt,AS006992,2018-02-26,627186,392000.00,Check,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS006996,2018-02-26,,53935.00,Check,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS006997,2018-02-26,,53935.00,Check,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS006998,2018-02-26,,53935.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS006892,2018-02-26,772778,4500.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS006922,2018-02-26,772778,55200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS006923,2018-02-26,772778,9200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS006924,2018-02-26,772778,19780.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS006925,2018-02-26,772778,3450.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS006928,2018-02-26,772778,7750.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS006929,2018-02-26,772778,5000.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS006930,2018-02-26,772778,29050.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS006940,2018-02-26,772778,163100.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS006982,2018-02-26,772778,55200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS006983,2018-02-26,772778,3450.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS006995,2018-02-26,772778,9200.00,Check,Undeposited Funds,,0.00
HK Computer Solutions (Pvt) Ltd,AS006915,2018-02-27,Bank Deposits,153000.00,Bank Deposits,Undeposited Funds,,0.00
Lankem Ceylon PLC,AS006580,2018-02-28,082027,6900.00,Check,Undeposited Funds,,0.00
SouthNet Technologies (Pvt) Ltd,AS007077,2018-02-28,275872,26680.00,Check,Undeposited Funds,,0.00
Asia Pacific Technology Systems (Pvt) Ltd,AS006966,2018-02-28,959697,210000.00,Check,Undeposited Funds,,0.00
Digital Commerce Lanka (Pvt) Ltd,AS006909,2018-02-28,102123,140000.00,Check,Undeposited Funds,,0.00
John Keells Logistics (Pvt) Ltd,AS007023,2018-02-28,002241,112000.00,Check,Undeposited Funds,,0.00
John Keells Logistics (Pvt) Ltd,AS007022,2018-02-28,002168,131000.00,Check,Undeposited Funds,,0.00
Moresand Ltd,AS007133,2018-02-28,452476,323000.00,Check,Undeposited Funds,,0.00
Ms.Anusha,AS006632,2018-02-28,cash,67000.00,Cash,Undeposited Funds,,0.00
The Computer Center (pvt) Ltd,AS006971,2018-02-28,143550,90000.00,Check,Undeposited Funds,,0.00
Sun Shine Health Care Lanka Ltd,AS006950,2018-02-28,184404,28750.00,Check,Undeposited Funds,,0.00
Sampath Senaratharachige Asso,AS007139,2018-03-05,213149,270000.00,Check,Undeposited Funds,,0.00
Sampath Senaratharachige Asso,AS007139,2018-03-05,213201,200000.00,Check,Undeposited Funds,,0.00
Sampath Senaratharachige Asso,AS007139,2018-03-05,213202,128000.00,Check,Undeposited Funds,,0.00
ABC TRADE & INVESTMENTS (PVT) LTD,AS007091,2018-03-07,919333,1124040.00,Check,Undeposited Funds,,0.00
Neo Graphics (Pvt) Ltd,AS007164,2018-03-07,031228,118000.00,Check,Undeposited Funds,,0.00
Neo Graphics (Pvt) Ltd,AS007164,2018-03-07,031229,100000.00,Check,Undeposited Funds,,0.00
Neo Graphics (Pvt) Ltd,AS007164,2018-03-07,031230,100000.00,Check,Undeposited Funds,,0.00
Gennext (Pvt)Ltd,AS006941,2018-03-09,854306,44000.00,Check,Undeposited Funds,,0.00
The Computer Center (pvt) Ltd,AS007088,2018-03-09,686127,276000.00,Check,Undeposited Funds,,0.00
Jayantha Cutter Makers,AS006945,2018-03-09,Cash,500.00,Cash,Undeposited Funds,,0.00
Mr Shiran Wijerathne,AS007125,2018-03-09,Cash,20700.00,Cash,Undeposited Funds,,0.00
Sense Micro Distributors,AS006586,2018-03-09,Reduce From Purchase,60000.00,Paid-Reduced From Purchases,Undeposited Funds,,0.00
Barclays Computers (Pvt) Ltd,AS007011,2018-03-13,565155,29400.00,Check,Undeposited Funds,,0.00
Barclays Computers (Pvt) Ltd,AS007053,2018-03-13,565155,58800.00,Check,Undeposited Funds,,0.00
Barclays Computers (Pvt) Ltd,AS007054,2018-03-13,565155,19850.00,Check,Undeposited Funds,,0.00
Barclays Computers (Pvt) Ltd,AS007094,2018-03-13,565155,29400.00,Check,Undeposited Funds,,0.00
SGS Lanka (pvt) Ltd.,AS007170,2018-03-13,Bank Deposits,23700.00,Bank Deposits,Undeposited Funds,,0.00
Seven X Lanka (Pvt) Ltd,AS007168,2018-03-13,591267,116000.00,Check,Undeposited Funds,,0.00
Clock Inn Colombo,AS007173,2018-03-13,Cash,23500.00,Cash,Undeposited Funds,,0.00
Richard Pieris Finance Limited,AS007104,2018-03-14,021196,704000.00,Check,Undeposited Funds,,0.00
Ideal Finance Ltd,AS007140,2018-03-14,735438,275600.00,Check,Undeposited Funds,,0.00
Pretec Solutions,AS006980,2018-03-15,444813,36000.00,Check,Undeposited Funds,,0.00
DYN TECH ENTERPRISES,AS007075,2018-03-16,837893,43700.00,Check,Undeposited Funds,,0.00
Studio Lakdam,AS006927,2018-03-16,987006,50000.00,Check,Undeposited Funds,,0.00
Studio Lakdam,AS006927,2018-03-16,987007,50000.00,Check,Undeposited Funds,,0.00
Studio Lakdam,AS006927,2018-03-16,987008,48650.00,Check,Undeposited Funds,,9.00
Studio Lakdam,AS007021,2018-03-16,987010,35000.00,Check,Undeposited Funds,,0.00
Studio Lakdam,AS007021,2018-03-16,987011,35000.00,Check,Undeposited Funds,,0.00
Milans Studio & Colour Lab,AS007176,2018-03-16,211475,20000.00,Check,Undeposited Funds,,0.00
Milans Studio & Colour Lab,AS007176,2018-03-16,211476,50000.00,Check,Undeposited Funds,,0.00
Milans Studio & Colour Lab,AS007176,2018-03-16,211477,50000.00,Check,Undeposited Funds,,0.00
Milans Studio & Colour Lab,AS007176,2018-03-16,211478,50000.00,Check,Undeposited Funds,,0.00
Milans Studio & Colour Lab,AS007176,2018-03-16,211479,50000.00,Check,Undeposited Funds,,0.00
Milans Studio & Colour Lab,AS007176,2018-03-16,211480,49000.00,Check,Undeposited Funds,,0.00
ADZ Insurance Brokers(Pvt) Ltd,AS007163,2018-03-20,608037,129260.00,Check,Undeposited Funds,,0.00
SLIM,AS007111,2018-03-20,430238,41400.00,Check,Undeposited Funds,,0.00
Melwire Rolling (Pvt) Ltd,AS007129,2018-03-20,025393,168187.50,Check,Undeposited Funds,,0.00
Editing Table Studio,AS007174,2018-03-20,781271,5750.00,Check,Undeposited Funds,,0.00
Leap inc.,AS007185,2018-03-20,986885,181200.00,Check,Undeposited Funds,,0.00
Tekxeon Interconnect (Pvt) Ltd,AS007040,2018-03-22,728829,97750.00,Check,Undeposited Funds,,0.00
Mitra Innovation Limited,AS007132,2018-03-22,560138,218000.00,Check,Undeposited Funds,,0.00
Digital Post Services,AS007187,2018-03-22,501922,260000.00,Check,Undeposited Funds,,0.00
Power House - Derana,AS007118,2018-03-22,858324,750000.00,Check,Undeposited Funds,,0.00
Power House - Derana,AS007118,2018-03-22,858323,750000.00,Check,Undeposited Funds,,0.00
Power House - Derana,AS007118,2018-03-22,858325,617600.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS007127,2018-03-23,847715,11270.00,Check,Undeposited Funds,,0.00
LANKA COMMODITY BROKERS LTD,AS007128,2018-03-23,847715,11270.00,Check,Undeposited Funds,,0.00
Sinnadurai Sundaralingam & Balendra,AS007030,2018-03-27,493492,20000.00,Check,Undeposited Funds,,0.00
Sinnadurai Sundaralingam & Balendra,AS007038,2018-03-27,493492,21500.00,Check,Undeposited Funds,,0.00
SouthNet Technologies (Pvt) Ltd,AS007131,2018-03-27,290331,26680.00,Check,Undeposited Funds,,0.00
MTI Consulting (New Building),AS007142,2018-03-28,186736,425125.00,Check,Undeposited Funds,,0.00
MTI Consulting (New Building),AS007142,2018-03-28,738580,256250.00,Check,Undeposited Funds,,0.00
Smart Media (Pvt) Ltd,AS007120,2018-03-28,893767,163000.00,Check,Undeposited Funds,,0.00
Thillai Vision,AS007191,2018-03-28,Cash Paid,5000.00,Cash,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS007010,2018-03-30,832303,53935.00,Check,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS007068,2018-03-30,832303,53935.00,Check,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS007078,2018-03-30,832303,53935.00,Check,Undeposited Funds,,0.00
KAMINSKI. C/o STATESMAN HATS (PVT) LTD.,AS007090,2018-03-30,832303,10350.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS006985,2018-03-30,899932,19780.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007050,2018-03-30,899932,14200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007060,2018-03-30,899932,55200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007061,2018-03-30,899932,55200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007062,2018-03-30,899932,3450.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007063,2018-03-30,899932,3450.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007064,2018-03-30,899932,19780.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007065,2018-03-30,899932,19780.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007066,2018-03-30,899932,9200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007067,2018-03-30,899932,9200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007097,2018-03-30,899932,60375.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007143,2018-03-30,899932,55200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007144,2018-03-30,899932,55200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007145,2018-03-30,899932,9200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007146,2018-03-30,899932,9200.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007147,2018-03-30,899932,19780.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007148,2018-03-30,899932,19780.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007149,2018-03-30,899932,3450.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007150,2018-03-30,899932,3450.00,Check,Undeposited Funds,,0.00
STATEMAN HATS (Pvt) LTD.,AS007160,2018-03-30,899932,11500.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS007043,2018-04-02,206351,11730.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS007046,2018-04-02,206351,5750.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS007047,2018-04-02,206351,46575.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS007048,2018-04-02,206351,6325.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS007049,2018-04-02,206351,1150.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS007051,2018-04-02,206351,1725.00,Check,Undeposited Funds,,0.00
MACSON MESH,AS007052,2018-04-02,206351,1437.50,Check,Undeposited Funds,,0.00
Seya Colour,AS007213,2018-04-03,706888,204200.00,Check,Undeposited Funds,,0.00
Institute of Health policy,AS007177,2018-04-05,508575,19750.00,Check,Undeposited Funds,,0.00
ADZ Insurance Brokers(Pvt) Ltd,AS007193,2018-04-05,608050,225000.00,Check,Undeposited Funds,,0.00
Novaco Security Services (Pvt)Ltd,AS007072,2018-04-05,Bank Deposited,5175.00,Bank Deposits,Undeposited Funds,,0.00
Digital Mobility Solutions Lanka (pvt)Ltd,AS007103,2018-04-05,042937,500000.00,Check,Undeposited Funds,,0.00
Digital Mobility Solutions Lanka (pvt)Ltd,AS007103,2018-04-05,042936,500000.00,Check,Undeposited Funds,,0.00
Asiri Hospital PLC,AS006968,2018-04-05,Bank Deposits,79800.00,Bank Deposits,Undeposited Funds,,0.00
Avian,AS007109,2018-04-09,575457,37000.00,Check,Undeposited Funds,,0.00
Avian,AS007117,2018-04-09,614999,54600.00,Check,Undeposited Funds,,0.00
Avian,AS007106,2018-04-09,575431,83900.00,Check,Undeposited Funds,,0.00
Cargills Bank Ltd,AS007169,2018-04-09,017028,336720.00,Check,Undeposited Funds,,0.00
Premier Services,AS007192,2018-04-10,864203,47500.00,Check,Undeposited Funds,,0.00
Network Information Technologies (Pvt) Lt,AS007110,2018-04-11,674815,144881.00,Check,Undeposited Funds,,0.00
Rapidventure (Pvt) Ltd,AS007166,2018-04-11,928533,181324.00,Check,Undeposited Funds,,0.00
Netcore Solutions,AS007136,2018-04-20,522923,31800.00,Check,Undeposited Funds,,0.00
Digital Mobility Solutions Lanka (pvt)Ltd,AS006630,2018-04-20,062970,21850.00,Check,Undeposited Funds,,0.00
